,EventTime,Origin,Destination
582,2014.03835,SoutheastBrazil,NortheastBrazil
583,2017.03835,SoutheastBrazil,NortheastBrazil
584,2015.03834,SoutheastBrazil,SouthBrazil
585,2016.03824,SoutheastBrazil,NorthBrazil
586,2003.03835,SoutheastBrazil,Western Europe
587,2013.03835,SoutheastBrazil,SouthBrazil
588,2017.03835,SoutheastBrazil,NorthBrazil
589,1978.1423300000001,SoutheastBrazil,NortheastBrazil
590,2006.03834,SoutheastBrazil,SouthBrazil
591,2016.03823,SoutheastBrazil,SouthBrazil
592,2017.03834,SoutheastBrazil,NortheastBrazil
593,1984.5407500000001,SoutheastBrazil,SouthBrazil
594,1997.43521,SoutheastBrazil,MidwestBrazil
595,2017.03834,SoutheastBrazil,MidwestBrazil
596,2016.03824,SoutheastBrazil,NortheastBrazil
597,2017.03835,SoutheastBrazil,NortheastBrazil
598,2016.03824,SoutheastBrazil,NorthBrazil
599,1970.44182,SoutheastBrazil,NortheastBrazil
600,2017.03836,NortheastBrazil,SoutheastBrazil
601,1993.9904700000002,NortheastBrazil,SoutheastBrazil
602,2011.31734,SoutheastBrazil,NorthBrazil
603,2014.03835,NortheastBrazil,SoutheastBrazil
604,2016.03825,NortheastBrazil,NorthBrazil
605,2017.03835,NortheastBrazil,SouthAmerica
606,2014.03836,NortheastBrazil,SoutheastBrazil
607,2017.03836,NortheastBrazil,MidwestBrazil
608,2016.03825,NortheastBrazil,SoutheastBrazil
609,2014.03836,NortheastBrazil,SoutheastBrazil
610,2017.03834,SoutheastBrazil,SouthBrazil
611,2017.03835,SoutheastBrazil,SouthBrazil
612,2004.03825,SoutheastBrazil,SouthBrazil
613,1984.9516700000001,SoutheastBrazil,NortheastBrazil
614,2015.03835,SoutheastBrazil,MidwestBrazil
615,2012.5000100000002,SoutheastBrazil,SouthAmerica
616,2017.03835,SoutheastBrazil,NortheastBrazil
617,2017.03836,SoutheastBrazil,SouthBrazil
618,2016.03824,SoutheastBrazil,MidwestBrazil
619,1999.70873,SoutheastBrazil,NorthBrazil
620,2017.03835,SoutheastBrazil,MidwestBrazil
621,2005.03835,SoutheastBrazil,SouthBrazil
622,2017.03835,SoutheastBrazil,SouthBrazil
623,2010.3288900000002,SoutheastBrazil,NorthBrazil
624,2016.03824,NorthBrazil,MidwestBrazil
625,1983.8486,SoutheastBrazil,MidwestBrazil
626,2016.03824,MidwestBrazil,NorthBrazil
627,1990.53266,MidwestBrazil,SoutheastBrazil
628,2013.0108300000002,MidwestBrazil,HVBahia
629,2017.03835,SoutheastBrazil,MidwestBrazil
630,2007.2999100000002,SoutheastBrazil,MidwestBrazil
631,2016.03823,SoutheastBrazil,SouthBrazil
632,2017.03835,SoutheastBrazil,NortheastBrazil
633,1990.6459000000002,SoutheastBrazil,SouthBrazil
634,2014.03835,SouthBrazil,SoutheastBrazil
635,2015.03835,SoutheastBrazil,MidwestBrazil
636,2017.03835,SoutheastBrazil,NortheastBrazil
637,1964.0784500000002,SoutheastBrazil,SouthBrazil
638,2012.03824,SouthBrazil,CentralAmerica
639,2017.03835,SouthBrazil,Western Europe
640,2017.03835,SouthBrazil,SoutheastBrazil
641,1997.03835,SouthBrazil,Western Europe
642,1999.03834,SouthBrazil,SoutheastBrazil
643,1982.92948,SouthBrazil,NorthBrazil
644,2006.03835,NorthBrazil,SouthBrazil
645,2017.03835,NorthBrazil,SouthBrazil
646,2018.03835,NorthBrazil,MidwestBrazil
647,2017.03835,NorthBrazil,SoutheastBrazil
648,2015.03834,SouthBrazil,SoutheastBrazil
649,2007.03835,SouthBrazil,SoutheastBrazil
650,2016.03823,SoutheastBrazil,NortheastBrazil
651,1998.03834,SoutheastBrazil,Western Europe
652,2008.0382200000001,SoutheastBrazil,NorthBrazil
653,2016.0382200000001,SoutheastBrazil,NortheastBrazil
654,2013.03834,SoutheastBrazil,MidwestBrazil
655,2017.03835,SoutheastBrazil,MidwestBrazil
656,2017.03835,SoutheastBrazil,MidwestBrazil
657,2016.03825,SoutheastBrazil,MidwestBrazil
658,2005.03836,SoutheastBrazil,SouthBrazil
659,1984.14308,SoutheastBrazil,NortheastBrazil
660,2016.03824,NortheastBrazil,SoutheastBrazil
661,2015.03834,SoutheastBrazil,MidwestBrazil
662,2010.9162700000002,SoutheastBrazil,NorthBrazil
663,2016.03823,SoutheastBrazil,Bahia
664,2004.03824,SoutheastBrazil,Western Europe
665,2016.03825,SoutheastBrazil,SouthAmerica
666,2011.03836,SoutheastBrazil,Western Europe
667,2018.03835,SoutheastBrazil,NorthBrazil
668,2017.03836,SoutheastBrazil,Bahia
669,2015.03836,SoutheastBrazil,MidwestBrazil
670,2016.03825,SoutheastBrazil,Bahia
671,2017.0383700000002,SoutheastBrazil,MidwestBrazil
672,1998.48379,SoutheastBrazil,NorthBrazil
673,2015.0383700000002,SoutheastBrazil,MidwestBrazil
674,2005.03836,SoutheastBrazil,Western Europe
675,2010.0383700000002,SoutheastBrazil,NorthAmerica
676,2018.0383700000002,SoutheastBrazil,NorthBrazil
677,1991.0284100000001,SoutheastBrazil,SouthBrazil
678,2016.03824,SoutheastBrazil,NortheastBrazil
679,2012.03826,SoutheastBrazil,SouthBrazil
680,1987.31139,SoutheastBrazil,SouthAmerica
681,2006.03835,SoutheastBrazil,Bahia
682,2016.03824,SoutheastBrazil,NortheastBrazil
683,2011.03835,SoutheastBrazil,MidwestBrazil
684,2016.03825,SoutheastBrazil,NortheastBrazil
685,2017.03835,SoutheastBrazil,SouthBrazil
686,2015.03835,SoutheastBrazil,MidwestBrazil
687,2016.03824,SoutheastBrazil,NortheastBrazil
688,2017.03835,SoutheastBrazil,NortheastBrazil
689,2000.03824,SoutheastBrazil,Western Europe
690,1978.95612,SoutheastBrazil,NortheastBrazil
691,2014.03834,SoutheastBrazil,MidwestBrazil
692,2017.03834,SoutheastBrazil,SouthBrazil
693,2017.03834,SoutheastBrazil,MidwestBrazil
694,2016.03823,SoutheastBrazil,NortheastBrazil
695,2017.03834,SoutheastBrazil,NortheastBrazil
696,2003.03834,SoutheastBrazil,SouthAmerica
697,2004.03824,SoutheastBrazil,Western Europe
698,2016.03824,SoutheastBrazil,NorthBrazil
699,2005.03836,SoutheastBrazil,SouthAmerica
700,2015.03836,SoutheastBrazil,SouthBrazil
701,2005.03835,SoutheastBrazil,SouthBrazil
702,2004.03825,SoutheastBrazil,SouthBrazil
703,2014.03834,SoutheastBrazil,NortheastBrazil
704,2014.03834,NortheastBrazil,Bahia
705,2016.03823,SoutheastBrazil,NortheastBrazil
706,2005.03834,SoutheastBrazil,SouthBrazil
707,2016.03824,SoutheastBrazil,NortheastBrazil
708,2012.03824,SoutheastBrazil,Africa
709,2003.03835,SoutheastBrazil,Western Europe
710,2003.03834,SoutheastBrazil,Western Europe
711,2016.03823,SoutheastBrazil,NorthBrazil
712,2014.03833,SoutheastBrazil,Western Europe
713,2017.03834,SoutheastBrazil,NortheastBrazil
714,2015.03834,SoutheastBrazil,NortheastBrazil
715,2016.03823,SoutheastBrazil,SouthBrazil
716,2005.03835,SoutheastBrazil,SouthAmerica
717,2017.03835,SoutheastBrazil,NortheastBrazil
718,2016.03824,SoutheastBrazil,SouthBrazil
719,2015.03835,SoutheastBrazil,Bahia
720,2016.03824,SoutheastBrazil,NortheastBrazil
721,2017.03835,SoutheastBrazil,NortheastBrazil
722,2003.03834,SoutheastBrazil,Western Europe
723,2016.03823,SoutheastBrazil,SouthBrazil
724,2005.03834,SoutheastBrazil,SouthBrazil
725,2015.03834,SoutheastBrazil,NortheastBrazil
726,2016.03824,SoutheastBrazil,NortheastBrazil
727,2014.03835,SoutheastBrazil,NorthBrazil
728,2017.03834,SoutheastBrazil,NorthBrazil
729,2016.03823,SoutheastBrazil,Bahia
730,2003.03835,SoutheastBrazil,Western Europe
731,2003.03833,SoutheastBrazil,Western Europe
732,1975.9623700000002,SoutheastBrazil,Western Europe
733,2006.03835,SoutheastBrazil,SouthBrazil
734,2003.03834,SoutheastBrazil,Western Europe
735,2003.03835,SoutheastBrazil,Western Europe
736,2006.03835,SoutheastBrazil,Western Europe
737,2017.03835,SoutheastBrazil,NortheastBrazil
738,2015.03834,SoutheastBrazil,NortheastBrazil
739,2015.03835,SoutheastBrazil,NorthBrazil
740,2007.03835,SoutheastBrazil,SouthAmerica
741,2015.03835,SoutheastBrazil,NortheastBrazil
742,2017.03835,SoutheastBrazil,SouthBrazil
743,2017.03834,SoutheastBrazil,NorthBrazil
744,2015.03834,SoutheastBrazil,SouthBrazil
745,2015.03835,SoutheastBrazil,NortheastBrazil
746,2003.03835,SoutheastBrazil,Western Europe
747,2014.03835,SoutheastBrazil,NortheastBrazil
748,2017.03835,SoutheastBrazil,NortheastBrazil
749,2002.2278700000002,SoutheastBrazil,EasternEurope
750,2016.03824,SoutheastBrazil,NorthBrazil
751,2016.03825,SoutheastBrazil,Bahia
752,2017.03836,SoutheastBrazil,SouthBrazil
753,2015.03836,SoutheastBrazil,SouthBrazil
754,1984.50872,SoutheastBrazil,SouthBrazil
755,1998.3322400000002,SouthBrazil,Asia
756,1998.10948,SoutheastBrazil,NortheastBrazil
757,2014.03834,NortheastBrazil,SoutheastBrazil
758,2014.03835,SoutheastBrazil,MidwestBrazil
759,1981.10408,SoutheastBrazil,SouthBrazil
760,1993.7222700000002,SoutheastBrazil,NortheastBrazil
761,2014.03834,SoutheastBrazil,NortheastBrazil
762,2017.03835,SoutheastBrazil,MidwestBrazil
763,2013.03835,SoutheastBrazil,Western Europe
764,2002.03836,SoutheastBrazil,SouthBrazil
765,2016.03825,SoutheastBrazil,NorthBrazil
766,2006.03836,SoutheastBrazil,Western Europe
767,2001.03836,SoutheastBrazil,SouthAmerica
768,1980.3950200000002,SoutheastBrazil,NortheastBrazil
769,1974.2734400000002,SoutheastBrazil,MidwestBrazil
770,2018.03835,MidwestBrazil,SouthAmerica
771,2003.03836,SoutheastBrazil,MidwestBrazil
772,2000.03826,SoutheastBrazil,Western Europe
773,2017.03836,SoutheastBrazil,NorthBrazil
774,1985.15892,SoutheastBrazil,NorthBrazil
775,1980.9395800000002,SoutheastBrazil,NorthBrazil
776,2002.03836,NorthBrazil,SoutheastBrazil
777,2011.0383700000002,NorthBrazil,MidwestBrazil
778,1989.8621,SoutheastBrazil,MidwestBrazil
779,2016.03825,SoutheastBrazil,Bahia
780,2016.03825,SoutheastBrazil,MidwestBrazil
781,2016.03825,SoutheastBrazil,SouthBrazil
782,2009.03836,SoutheastBrazil,NortheastBrazil
783,1977.5680200000002,SoutheastBrazil,Bahia
784,2017.03836,Bahia,NortheastBrazil
785,2017.0383700000002,Bahia,NortheastBrazil
786,2006.25991,SoutheastBrazil,Western Europe
787,2005.09723,SoutheastBrazil,Western Europe
788,2017.03835,SoutheastBrazil,MidwestBrazil
789,2016.03824,SoutheastBrazil,SouthBrazil
790,1988.77247,SoutheastBrazil,Bahia
791,2014.6383600000001,Bahia,HVBahia
792,2004.2790200000002,SoutheastBrazil,Bahia
793,1964.2688,SoutheastBrazil,NortheastBrazil
794,2017.03836,NortheastBrazil,SoutheastBrazil
795,2016.03825,NortheastBrazil,Bahia
796,2016.03824,NortheastBrazil,SoutheastBrazil
797,2006.03835,NortheastBrazil,Bahia
798,2007.03836,NortheastBrazil,SoutheastBrazil
799,2014.89102,NortheastBrazil,SoutheastBrazil
800,2015.03836,NortheastBrazil,Bahia
801,2005.03836,NortheastBrazil,Western Europe
802,2006.03836,NortheastBrazil,SoutheastBrazil
803,2015.03836,NortheastBrazil,Bahia
804,2016.03826,NortheastBrazil,SoutheastBrazil
805,2010.03836,NortheastBrazil,Western Europe
806,2016.03826,NortheastBrazil,Bahia
807,2016.03825,NortheastBrazil,SoutheastBrazil
808,2017.03836,NortheastBrazil,MidwestBrazil
809,1969.5836800000002,NortheastBrazil,SoutheastBrazil
810,2015.03836,SoutheastBrazil,SouthBrazil
811,2017.03835,NortheastBrazil,Bahia
812,2016.03824,NortheastBrazil,SoutheastBrazil
813,2006.03835,NortheastBrazil,SoutheastBrazil
814,2014.0383700000002,NortheastBrazil,SoutheastBrazil
815,1971.99917,NortheastBrazil,SoutheastBrazil
816,2017.03836,SoutheastBrazil,SouthBrazil
817,2016.03825,NortheastBrazil,SoutheastBrazil
818,1978.08355,NortheastBrazil,MidwestBrazil
819,2017.03835,MidwestBrazil,SoutheastBrazil
820,1979.65639,NortheastBrazil,SoutheastBrazil
821,1998.1466,NortheastBrazil,SoutheastBrazil
822,2016.03825,SoutheastBrazil,MidwestBrazil
823,2014.03836,NortheastBrazil,SoutheastBrazil
824,1998.0438800000002,NortheastBrazil,MidwestBrazil
825,2015.03835,NortheastBrazil,Bahia
826,2015.03835,NortheastBrazil,SoutheastBrazil
827,2015.03835,NortheastBrazil,Bahia
828,2017.03835,NortheastBrazil,MidwestBrazil
829,2015.03836,NortheastBrazil,SoutheastBrazil
830,2016.03825,NortheastBrazil,SoutheastBrazil
831,2015.03835,NortheastBrazil,SouthBrazil
832,2015.03835,NortheastBrazil,SoutheastBrazil
833,2014.03835,NortheastBrazil,Bahia
834,1991.2429100000002,NortheastBrazil,SoutheastBrazil
835,2017.03835,SoutheastBrazil,NorthBrazil
836,2017.03835,NortheastBrazil,SoutheastBrazil
837,1985.1741100000002,NortheastBrazil,SoutheastBrazil
838,2004.03824,SoutheastBrazil,Western Europe
839,1967.6995000000002,NortheastBrazil,SoutheastBrazil
840,2017.03836,SoutheastBrazil,Bahia
841,2004.03825,SoutheastBrazil,SouthAmerica
842,2019.03836,SoutheastBrazil,Western Europe
843,2009.03836,NortheastBrazil,MidwestBrazil
844,2015.03836,NortheastBrazil,SouthBrazil
845,2017.03836,NortheastBrazil,SoutheastBrazil
846,2017.03836,NortheastBrazil,MidwestBrazil
847,1999.03836,NortheastBrazil,SoutheastBrazil
848,1981.9212400000001,NortheastBrazil,Bahia
849,2017.03836,Bahia,NortheastBrazil
850,2017.03836,NortheastBrazil,SoutheastBrazil
851,2016.03825,NortheastBrazil,SouthBrazil
852,2008.03825,NortheastBrazil,NorthAmerica
853,1986.3552800000002,NortheastBrazil,SoutheastBrazil
854,2008.00754,NortheastBrazil,NorthAmerica
855,2015.03836,NortheastBrazil,SoutheastBrazil
856,2016.03825,NortheastBrazil,SoutheastBrazil
857,2015.03836,NortheastBrazil,SoutheastBrazil
858,2015.0383800000002,NortheastBrazil,SoutheastBrazil
859,2016.03825,NortheastBrazil,SoutheastBrazil
860,2016.03825,NortheastBrazil,NorthBrazil
861,2015.03835,NortheastBrazil,SoutheastBrazil
862,1998.9534600000002,NortheastBrazil,SoutheastBrazil
863,2015.03836,NortheastBrazil,Bahia
864,2016.03825,NortheastBrazil,Bahia
865,1993.6172800000002,NortheastBrazil,SoutheastBrazil
866,2011.2057300000001,NortheastBrazil,Bahia
867,2015.03835,NortheastBrazil,SoutheastBrazil
868,2017.03835,NortheastBrazil,SoutheastBrazil
869,2015.03836,NortheastBrazil,Bahia
870,1981.24738,NortheastBrazil,Bahia
871,2017.03835,Bahia,SoutheastBrazil
872,2014.03835,Bahia,NorthBrazil
873,2016.03824,Bahia,SouthBrazil
874,2016.03824,Bahia,NortheastBrazil
875,2017.03836,NortheastBrazil,Bahia
876,2016.03825,NortheastBrazil,SoutheastBrazil
877,1998.03836,NortheastBrazil,SoutheastBrazil
878,2017.03836,NortheastBrazil,SoutheastBrazil
879,1982.4551700000002,NortheastBrazil,Bahia
880,2014.9041100000002,Bahia,HVBahia
881,2016.03825,NortheastBrazil,SoutheastBrazil
882,1995.5857600000002,NortheastBrazil,Western Europe
883,2002.50468,Western Europe,SouthBrazil
884,2007.03837,Western Europe,Asia
885,2007.9981400000001,Western Europe,NorthAmerica
886,2017.03837,NorthAmerica,SoutheastBrazil
887,1978.78548,NortheastBrazil,Bahia
888,2015.03836,NortheastBrazil,SoutheastBrazil
889,2017.03836,NortheastBrazil,MidwestBrazil
890,2013.03836,NortheastBrazil,NorthBrazil
891,2009.03836,NortheastBrazil,MidwestBrazil
892,2017.03836,NortheastBrazil,SoutheastBrazil
893,1979.6187300000001,NortheastBrazil,Western Europe
894,2016.03825,Western Europe,MidwestBrazil
895,2016.03825,NortheastBrazil,SoutheastBrazil
896,1976.1972600000001,NortheastBrazil,SoutheastBrazil
897,1969.00133,NortheastBrazil,SouthBrazil
898,1992.59535,SouthBrazil,Western Europe
899,2000.8333200000002,Western Europe,SoutheastBrazil
900,2007.03836,SouthBrazil,Western Europe
901,2017.03835,SouthBrazil,SoutheastBrazil
902,2016.03825,SouthBrazil,SoutheastBrazil
903,2017.03834,SouthBrazil,NortheastBrazil
904,2016.03824,SouthBrazil,NorthBrazil
905,2017.03835,SouthBrazil,NorthBrazil
906,2009.03835,SouthBrazil,MidwestBrazil
907,2015.03835,SouthBrazil,SoutheastBrazil
908,2016.03824,SouthBrazil,SoutheastBrazil
909,1981.6526700000002,SouthBrazil,NortheastBrazil
910,2017.03834,NortheastBrazil,Bahia
911,2017.03835,NortheastBrazil,SoutheastBrazil
912,2016.03824,NortheastBrazil,Bahia
913,2016.03824,SouthBrazil,SoutheastBrazil
914,2017.03835,SouthBrazil,SoutheastBrazil
915,2006.2764300000001,SouthBrazil,Western Europe
916,1984.42305,SouthBrazil,MidwestBrazil
917,2004.44908,MidwestBrazil,SoutheastBrazil
918,2004.03824,SouthBrazil,SoutheastBrazil
919,1973.8034100000002,SouthBrazil,SoutheastBrazil
920,2015.03834,SoutheastBrazil,SouthBrazil
921,2016.03823,SoutheastBrazil,NortheastBrazil
922,2016.03825,SoutheastBrazil,MidwestBrazil
923,2015.03835,SouthBrazil,SoutheastBrazil
924,2017.03835,SouthBrazil,NorthBrazil
925,2017.03835,SouthBrazil,NortheastBrazil
926,2016.03824,SouthBrazil,SoutheastBrazil
927,2009.03835,SouthBrazil,Western Europe
928,2015.03835,SouthBrazil,NorthBrazil
929,2017.03835,SouthBrazil,SoutheastBrazil
930,1981.64099,SouthBrazil,NortheastBrazil
931,2016.03824,NortheastBrazil,SoutheastBrazil
932,2017.03834,NortheastBrazil,SoutheastBrazil
933,2014.03836,NortheastBrazil,SoutheastBrazil
934,2016.03826,NortheastBrazil,SoutheastBrazil
935,1986.6890400000002,NortheastBrazil,SouthBrazil
936,2002.0383700000002,NortheastBrazil,SoutheastBrazil
937,1995.3870000000002,NortheastBrazil,SoutheastBrazil
938,2016.03826,SoutheastBrazil,SouthBrazil
939,2017.03836,NortheastBrazil,SoutheastBrazil
940,2015.03836,NortheastBrazil,SoutheastBrazil
941,1988.69475,NortheastBrazil,MidwestBrazil
942,2010.03836,MidwestBrazil,Western Europe
943,2017.03835,NortheastBrazil,SoutheastBrazil
944,1978.9980500000001,NortheastBrazil,SoutheastBrazil
945,1976.35843,NortheastBrazil,SoutheastBrazil
946,2007.03835,NortheastBrazil,SoutheastBrazil
947,2002.0927100000001,NortheastBrazil,NorthBrazil
948,2017.03834,NortheastBrazil,SoutheastBrazil
949,1975.3944800000002,NortheastBrazil,SoutheastBrazil
950,2017.03835,NortheastBrazil,SoutheastBrazil
951,2016.03824,NortheastBrazil,SoutheastBrazil
952,2014.03834,NortheastBrazil,SoutheastBrazil
953,2016.03824,NortheastBrazil,MidwestBrazil
954,2003.2938100000001,NortheastBrazil,SoutheastBrazil
955,2015.03835,SoutheastBrazil,NortheastBrazil
956,1989.8257800000001,NortheastBrazil,SoutheastBrazil
957,2014.03833,NortheastBrazil,SoutheastBrazil
958,2014.4077100000002,NortheastBrazil,SoutheastBrazil
959,1989.3643900000002,NortheastBrazil,SoutheastBrazil
960,2012.03824,SoutheastBrazil,SouthBrazil
961,2015.03834,NortheastBrazil,SoutheastBrazil
962,2017.03835,NortheastBrazil,SoutheastBrazil
963,2001.58372,NortheastBrazil,SoutheastBrazil
964,2014.03835,NortheastBrazil,SoutheastBrazil
965,2014.03835,NortheastBrazil,SoutheastBrazil
966,2016.03825,NortheastBrazil,SouthBrazil
967,2004.5568700000001,NortheastBrazil,SoutheastBrazil
